"ano_pesquisa","categoria","tecnologia","quantidade","base_respostas_validas","total_respondentes_ano","percentual_respondentes","cobertura_percentual","tipo_resposta","ranking"
"2023","Ferramenta de BI preferida","Google","1","3772","5293","0.03","71.26","Única","67"
"2023","Ferramenta de BI preferida","Sigma","1","3772","5293","0.03","71.26","Única","68"
"2023","Ferramenta de BI preferida","MicroStrategy","1","3772","5293","0.03","71.26","Única","69"
"2023","Ferramenta de BI preferida","Não preciso desse tipo de ferramenta","1","3772","5293","0.03","71.26","Única","70"
"2023","Ferramenta de BI preferida","Gaio","1","3772","5293","0.03","71.26","Única","71"
"2023","Ferramenta de BI preferida","não sou capaz de opinar","1","3772","5293","0.03","71.26","Única","72"
"2023","Ferramenta de BI preferida","ArcGIS","1","3772","5293","0.03","71.26","Única","73"
"2023","Ferramenta de BI preferida","Open source","1","3772","5293","0.03","71.26","Única","74"
"2023","Ferramenta de BI preferida","Dash Plotly","1","3772","5293","0.03","71.26","Única","75"
"2023","Ferramenta de BI preferida","N/A","1","3772","5293","0.03","71.26","Única","76"
"2023","Ferramenta de BI preferida","Dashboards próprios via webpage","1","3772","5293","0.03","71.26","Única","77"
"2023","Ferramenta de BI preferida","Ferramenta proprietária","1","3772","5293","0.03","71.26","Única","78"
"2023","Ferramenta de BI preferida","Não quero trabalhar com dataviz, quero focar na parte mais técnica de Data Engineering direcionando para Data Architecture","1","3772","5293","0.03","71.26","Única","79"
"2023","Ferramenta de BI preferida","Celonis","1","3772","5293","0.03","71.26","Única","80"
"2023","Ferramenta de BI preferida","por ser consultoria varia muito","1","3772","5293","0.03","71.26","Única","81"
"2023","Ferramenta de BI preferida","Databricks dashboards","1","3772","5293","0.03","71.26","Única","82"
"2023","Ferramenta de BI preferida","Não usaria","1","3772","5293","0.03","71.26","Única","83"
"2023","Ferramenta de BI preferida","Não conheço as opções","1","3772","5293","0.03","71.26","Única","84"
"2023","Ferramenta de BI preferida","Spreadsheet","1","3772","5293","0.03","71.26","Única","85"
"2023","Ferramenta de BI preferida","Google Looker Studio","1","3772","5293","0.03","71.26","Única","86"
"2023","Ferramenta de BI utilizada","Microsoft Power BI","2154","3772","5293","57.1","71.26","Múltipla","1"
"2023","Ferramenta de BI utilizada","Tableau","713","3772","5293","18.9","71.26","Múltipla","2"
"2023","Ferramenta de BI utilizada","Looker Studio (antigo Google Data Studio)","653","3772","5293","17.31","71.26","Múltipla","3"
"2023","Ferramenta de BI utilizada","Looker","440","3772","5293","11.66","71.26","Múltipla","4"
"2023","Ferramenta de BI utilizada","Não utilizo nenhuma ferramenta de BI no trabalho","409","3772","5293","10.84","71.26","Múltipla","5"
"2023","Ferramenta de BI utilizada","Fazemos todas as análises utilizando apenas Excel ou planilhas do google","391","3772","5293","10.37","71.26","Múltipla","6"
"2023","Ferramenta de BI utilizada","Metabase","324","3772","5293","8.59","71.26","Múltipla","7"
"2023","Ferramenta de BI utilizada","Grafana","276","3772","5293","7.32","71.26","Múltipla","8"
"2023","Ferramenta de BI utilizada","Qlik View/Qlik Sense","194","3772","5293","5.14","71.26","Múltipla","9"
"2023","Ferramenta de BI utilizada","Outra opção","182","3772","5293","4.83","71.26","Múltipla","10"
"2023","Ferramenta de BI utilizada","Pentaho","176","3772","5293","4.67","71.26","Múltipla","11"
"2023","Ferramenta de BI utilizada","Amazon QuickSight","138","3772","5293","3.66","71.26","Múltipla","12"
"2023","Ferramenta de BI utilizada","Alteryx","100","3772","5293","2.65","71.26","Múltipla","13"
"2023","Ferramenta de BI utilizada","Superset","85","3772","5293","2.25","71.26","Múltipla","14"
"2023","Ferramenta de BI utilizada","Salesforce/Einstein Analytics","85","3772","5293","2.25","71.26","Múltipla","15"
"2023","Ferramenta de BI utilizada","SAS Visual Analytics","85","3772","5293","2.25","71.26","Múltipla","16"
"2023","Ferramenta de BI utilizada","SAP Business Objects/SAP Analytics","80","3772","5293","2.12","71.26","Múltipla","17"
"2023","Ferramenta de BI utilizada","Redash","62","3772","5293","1.64","71.26","Múltipla","18"
"2023","Ferramenta de BI utilizada","Oracle Business Intelligence","49","3772","5293","1.3","71.26","Múltipla","19"
"2023","Ferramenta de BI utilizada","MicroStrategy","37","3772","5293","0.98","71.26","Múltipla","20"
"2023","Ferramenta de BI utilizada","TIBCO Spotfire","27","3772","5293","0.72","71.26","Múltipla","21"
"2023","Ferramenta de BI utilizada","IBM Analytics/Cognos","25","3772","5293","0.66","71.26","Múltipla","22"
"2023","Ferramenta de BI utilizada","Mode","13","3772","5293","0.34","71.26","Múltipla","23"
"2023","Ferramenta de BI utilizada","Birst","5","3772","5293","0.13","71.26","Múltipla","24"
"2023","Linguagem preferida","Python","3299","3750","5293","87.97","70.85","Única","1"
"2023","Linguagem preferida","R","228","3750","5293","6.08","70.85","Única","2"
"2023","Linguagem preferida","SQL","74","3750","5293","1.97","70.85","Única","3"
"2023","Linguagem preferida","Scala","53","3750","5293","1.41","70.85","Única","4"
"2023","Linguagem preferida","Rust","29","3750","5293","0.77","70.85","Única","5"
"2023","Linguagem preferida","Julia","24","3750","5293","0.64","70.85","Única","6"
"2023","Linguagem preferida","C/C++/C#","19","3750","5293","0.51","70.85","Única","7"
"2023","Linguagem preferida","DAX/M","8","3750","5293","0.21","70.85","Única","8"
"2023","Linguagem preferida","Java","4","3750","5293","0.11","70.85","Única","9"
"2023","Linguagem preferida","Spark","3","3750","5293","0.08","70.85","Única","10"
"2023","Linguagem preferida","Go","3","3750","5293","0.08","70.85","Única","11"
"2023","Linguagem preferida","SAS","2","3750","5293","0.05","70.85","Única","12"
"2023","Linguagem preferida","Elixir","1","3750","5293","0.03","70.85","Única","13"
"2023","Linguagem preferida","Kotlin","1","3750","5293","0.03","70.85","Única","14"
"2023","Linguagem preferida","Clojure","1","3750","5293","0.03","70.85","Única","15"
"2023","Linguagem preferida","JavaScript","1","3750","5293","0.03","70.85","Única","16"
"2024","Banco de dados utilizado","PostgreSQL","1126","3587","5215","31.39","68.78","Múltipla","1"
"2024","Banco de dados utilizado","Databricks","1116","3587","5215","31.11","68.78","Múltipla","2"
"2024","Banco de dados utilizado","SQL Server","1052","3587","5215","29.33","68.78","Múltipla","3"
"2024","Banco de dados utilizado","Google BigQuery","941","3587","5215","26.23","68.78","Múltipla","4"
"2024","Banco de dados utilizado","S3","848","3587","5215","23.64","68.78","Múltipla","5"
"2024","Banco de dados utilizado","MySQL","832","3587","5215","23.19","68.78","Múltipla","6"
"2024","Banco de dados utilizado","Oracle","643","3587","5215","17.93","68.78","Múltipla","7"
"2024","Banco de dados utilizado","Amazon Athena","504","3587","5215","14.05","68.78","Múltipla","8"
"2024","Banco de dados utilizado","MongoDB","411","3587","5215","11.46","68.78","Múltipla","9"
"2024","Banco de dados utilizado","Amazon Redshift","364","3587","5215","10.15","68.78","Múltipla","10"
"2024","Banco de dados utilizado","Hive","265","3587","5215","7.39","68.78","Múltipla","11"
"2024","Banco de dados utilizado","Amazon Aurora ou RDS","238","3587","5215","6.64","68.78","Múltipla","12"
"2024","Banco de dados utilizado","DynamoDB","232","3587","5215","6.47","68.78","Múltipla","13"
"2024","Banco de dados utilizado","SQLite","225","3587","5215","6.27","68.78","Múltipla","14"
"2024","Banco de dados utilizado","Snowflake","223","3587","5215","6.22","68.78","Múltipla","15"
"2024","Banco de dados utilizado","SAP HANA","192","3587","5215","5.35","68.78","Múltipla","16"
"2024","Banco de dados utilizado","Elasticsearch","154","3587","5215","4.29","68.78","Múltipla","17"
"2024","Banco de dados utilizado","Presto","150","3587","5215","4.18","68.78","Múltipla","18"
"2024","Banco de dados utilizado","MariaDB","129","3587","5215","3.6","68.78","Múltipla","19"
"2024","Banco de dados utilizado","Microsoft Access","119","3587","5215","3.32","68.78","Múltipla","20"
"2024","Banco de dados utilizado","Redis","115","3587","5215","3.21","68.78","Múltipla","21"
"2024","Banco de dados utilizado","DB2","78","3587","5215","2.17","68.78","Múltipla","22"
"2024","Banco de dados utilizado","Firebase","73","3587","5215","2.04","68.78","Múltipla","23"
"2024","Banco de dados utilizado","Google Firestore","56","3587","5215","1.56","68.78","Múltipla","24"
"2024","Banco de dados utilizado","Neo4J","53","3587","5215","1.48","68.78","Múltipla","25"
"2024","Banco de dados utilizado","Cassandra","41","3587","5215","1.14","68.78","Múltipla","26"
"2024","Banco de dados utilizado","Firebird","39","3587","5215","1.09","68.78","Múltipla","27"
"2024","Banco de dados utilizado","Splunk","24","3587","5215","0.67","68.78","Múltipla","28"
"2024","Banco de dados utilizado","HBase","23","3587","5215","0.64","68.78","Múltipla","29"
"2024","Banco de dados utilizado","Sybase","20","3587","5215","0.56","68.78","Múltipla","30"
"2024","Banco de dados utilizado","Datomic","17","3587","5215","0.47","68.78","Múltipla","31"
"2024","Banco de dados utilizado","Vertica","9","3587","5215","0.25","68.78","Múltipla","32"
"2024","Banco de dados utilizado","CoachDB","7","3587","5215","0.2","68.78","Múltipla","33"
"2024","Cloud preferida","Sem preferência / Não sei opinar","1167","3587","5215","32.53","68.78","Única","1"
"2024","Cloud preferida","AWS","1148","3587","5215","32.0","68.78","Única","2"
"2024","Cloud preferida","GCP","697","3587","5215","19.43","68.78","Única","3"
"2024","Cloud preferida","Azure","563","3587","5215","15.7","68.78","Única","4"
"2024","Cloud preferida","Databricks","7","3587","5215","0.2","68.78","Única","5"
"2024","Cloud preferida","Cloud com Databricks","1","3587","5215","0.03","68.78","Única","6"
"2024","Cloud preferida","Oracle Cloud","1","3587","5215","0.03","68.78","Única","7"
"2024","Cloud preferida","Qlik","1","3587","5215","0.03","68.78","Única","8"
"2024","Cloud preferida","clickhouse","1","3587","5215","0.03","68.78","Única","9"
"2024","Cloud preferida","Teradata Vantage","1","3587","5215","0.03","68.78","Única","10"
"2024","Ferramenta de BI preferida","Microsoft Power BI","1704","3264","5215","52.21","62.59","Única","1"
"2024","Ferramenta de BI preferida","Sem preferência / Não sei opinar","632","3264","5215","19.36","62.59","Única","2"
"2024","Ferramenta de BI preferida","Tableau","406","3264","5215","12.44","62.59","Única","3"
"2024","Ferramenta de BI preferida","Looker","202","3264","5215","6.19","62.59","Única","4"
"2024","Ferramenta de BI preferida","Metabase","125","3264","5215","3.83","62.59","Única","5"
"2024","Ferramenta de BI preferida","Amazon QuickSight","67","3264","5215","2.05","62.59","Única","6"
"2024","Ferramenta de BI preferida","Qlik View/Qlik Sense","48","3264","5215","1.47","62.59","Única","7"
"2024","Ferramenta de BI preferida","Superset","13","3264","5215","0.4","62.59","Única","8"
"2024","Ferramenta de BI preferida","ThoughtSpot","5","3264","5215","0.15","62.59","Única","9"
"2024","Ferramenta de BI preferida","Databricks","4","3264","5215","0.12","62.59","Única","10"
"2024","Ferramenta de BI preferida","Shiny","4","3264","5215","0.12","62.59","Única","11"
"2024","Ferramenta de BI preferida","Streamlit","4","3264","5215","0.12","62.59","Única","12"
"2024","Ferramenta de BI preferida","Python","2","3264","5215","0.06","62.59","Única","13"
"2024","Ferramenta de BI preferida","Looker Studio","2","3264","5215","0.06","62.59","Única","14"
"2024","Ferramenta de BI preferida","databricks","2","3264","5215","0.06","62.59","Única","15"
"2024","Ferramenta de BI preferida","Cube.dev","1","3264","5215","0.03","62.59","Única","16"
"2024","Ferramenta de BI preferida","Databricks Business Intelligence","1","3264","5215","0.03","62.59","Única","17"
"2024","Ferramenta de BI preferida","Self-service, não gosto de trabalhar com visualização","1","3264","5215","0.03","62.59","Única","18"
"2024","Ferramenta de BI preferida","Count","1","3264","5215","0.03","62.59","Única","19"
"2024","Ferramenta de BI preferida","shiny","1","3264","5215","0.03","62.59","Única","20"
"2024","Ferramenta de BI preferida","domo","1","3264","5215","0.03","62.59","Única","21"
"2024","Ferramenta de BI preferida","Jupyter","1","3264","5215","0.03","62.59","Única","22"
"2024","Ferramenta de BI preferida","Spotfire","1","3264","5215","0.03","62.59","Única","23"
"2024","Ferramenta de BI preferida","Nenhuma/ Não uso","1","3264","5215","0.03","62.59","Única","24"
"2024","Ferramenta de BI preferida","Solução própria","1","3264","5215","0.03","62.59","Única","25"
"2024","Ferramenta de BI preferida","SAS","1","3264","5215","0.03","62.59","Única","26"
"2024","Ferramenta de BI preferida","HEX","1","3264","5215","0.03","62.59","Única","27"
"2024","Ferramenta de BI preferida","Databricks Dashboards","1","3264","5215","0.03","62.59","Única","28"
"2024","Ferramenta de BI preferida","Python dash","1","3264","5215","0.03","62.59","Única","29"
"2024","Ferramenta de BI preferida","Knime","1","3264","5215","0.03","62.59","Única","30"
"2024","Ferramenta de BI preferida","redash","1","3264","5215","0.03","62.59","Única","31"
"2024","Ferramenta de BI preferida","Grafana","1","3264","5215","0.03","62.59","Única","32"
"2024","Ferramenta de BI preferida","Plotly Dash","1","3264","5215","0.03","62.59","Única","33"
"2024","Ferramenta de BI preferida","DataStage","1","3264","5215","0.03","62.59","Única","34"
"2024","Ferramenta de BI preferida","Hex","1","3264","5215","0.03","62.59","Única","35"
"2024","Ferramenta de BI preferida","TS","1","3264","5215","0.03","62.59","Única","36"
"2024","Ferramenta de BI preferida","Sisense","1","3264","5215","0.03","62.59","Única","37"
"2024","Ferramenta de BI preferida","ChatGPT ou Vector Search","1","3264","5215","0.03","62.59","Única","38"
"2024","Ferramenta de BI preferida","Observable Framework","1","3264","5215","0.03","62.59","Única","39"
"2024","Ferramenta de BI preferida","Alteryx","1","3264","5215","0.03","62.59","Única","40"
"2024","Ferramenta de BI preferida","Plotly","1","3264","5215","0.03","62.59","Única","41"
"2024","Ferramenta de BI preferida","DASH & PLOTLY","1","3264","5215","0.03","62.59","Única","42"
"2024","Ferramenta de BI preferida","T","1","3264","5215","0.03","62.59","Única","43"
"2024","Ferramenta de BI preferida","hex","1","3264","5215","0.03","62.59","Única","44"
"2024","Ferramenta de BI preferida","HorusBI","1","3264","5215","0.03","62.59","Única","45"
"2024","Ferramenta de BI preferida","Hex Tech","1","3264","5215","0.03","62.59","Única","46"
"2024","Ferramenta de BI preferida","Zoho Analytics","1","3264","5215","0.03","62.59","Única","47"
"2024","Ferramenta de BI preferida","DATABRICKS","1","3264","5215","0.03","62.59","Única","48"
"2024","Ferramenta de BI preferida","Thoughspot","1","3264","5215","0.03","62.59","Única","49"
"2024","Ferramenta de BI preferida","Databricks com opção de BI","1","3264","5215","0.03","62.59","Única","50"
"2024","Ferramenta de BI preferida","Databricks SQL","1","3264","5215","0.03","62.59","Única","51"
"2024","Ferramenta de BI preferida","Databricks Dashboard","1","3264","5215","0.03","62.59","Única","52"
"2024","Ferramenta de BI preferida","Markdown","1","3264","5215","0.03","62.59","Única","53"
"2024","Ferramenta de BI preferida","Dashboards em python com framework Dash","1","3264","5215","0.03","62.59","Única","54"
"2024","Ferramenta de BI preferida","Shiny (web framework)","1","3264","5215","0.03","62.59","Única","55"
"2024","Ferramenta de BI preferida","ORACLE OBIEE","1","3264","5215","0.03","62.59","Única","56"
"2024","Ferramenta de BI preferida","MicroStrategy","1","3264","5215","0.03","62.59","Única","57"
"2024","Ferramenta de BI preferida","Sigma","1","3264","5215","0.03","62.59","Única","58"
"2024","Ferramenta de BI preferida","pentaho","1","3264","5215","0.03","62.59","Única","59"
"2024","Ferramenta de BI utilizada","Microsoft Power BI","1996","3617","5215","55.18","69.36","Múltipla","1"
"2024","Ferramenta de BI utilizada","Tableau","687","3617","5215","18.99","69.36","Múltipla","2"
"2024","Ferramenta de BI utilizada","Looker Studio (antigo Google Data Studio)","603","3617","5215","16.67","69.36","Múltipla","3"
"2024","Ferramenta de BI utilizada","Looker","466","3617","5215","12.88","69.36","Múltipla","4"
"2024","Ferramenta de BI utilizada","Fazemos todas as análises utilizando apenas Excel ou planilhas do google","384","3617","5215","10.62","69.36","Múltipla","5"
"2024","Ferramenta de BI utilizada","Não utilizo nenhuma ferramenta de BI no trabalho","353","3617","5215","9.76","69.36","Múltipla","6"
"2024","Ferramenta de BI utilizada","Outra opção","340","3617","5215","9.4","69.36","Múltipla","7"
"2024","Ferramenta de BI utilizada","Metabase","318","3617","5215","8.79","69.36","Múltipla","8"
"2024","Ferramenta de BI utilizada","Grafana","290","3617","5215","8.02","69.36","Múltipla","9"
"2024","Ferramenta de BI utilizada","Qlik View/Qlik Sense","178","3617","5215","4.92","69.36","Múltipla","10"
"2024","Ferramenta de BI utilizada","Amazon QuickSight","168","3617","5215","4.64","69.36","Múltipla","11"
"2024","Ferramenta de BI utilizada","Pentaho","113","3617","5215","3.12","69.36","Múltipla","12"
"2024","Ferramenta de BI utilizada","Superset","97","3617","5215","2.68","69.36","Múltipla","13"
"2024","Ferramenta de BI utilizada","Salesforce/Einstein Analytics","92","3617","5215","2.54","69.36","Múltipla","14"
"2024","Ferramenta de BI utilizada","SAS Visual Analytics","74","3617","5215","2.05","69.36","Múltipla","15"
"2024","Ferramenta de BI utilizada","Alteryx","72","3617","5215","1.99","69.36","Múltipla","16"
"2024","Ferramenta de BI utilizada","Redash","55","3617","5215","1.52","69.36","Múltipla","17"
"2024","Ferramenta de BI utilizada","SAP Business Objects/SAP Analytics","55","3617","5215","1.52","69.36","Múltipla","18"
"2024","Ferramenta de BI utilizada","Oracle Business Intelligence","36","3617","5215","1.0","69.36","Múltipla","19"
"2024","Linguagem preferida","Python","3040","3423","5215","88.81","65.64","Única","1"
"2024","Linguagem preferida","R","186","3423","5215","5.43","65.64","Única","2"
"2024","Linguagem preferida","SQL","73","3423","5215","2.13","65.64","Única","3"
"2024","Linguagem preferida","Scala","39","3423","5215","1.14","65.64","Única","4"
"2024","Linguagem preferida","Rust","25","3423","5215","0.73","65.64","Única","5"
"2024","Linguagem preferida","C/C++/C#","20","3423","5215","0.58","65.64","Única","6"
"2024","Linguagem preferida","Go","10","3423","5215","0.29","65.64","Única","7"
"2024","Linguagem preferida","Julia","8","3423","5215","0.23","65.64","Única","8"
"2024","Linguagem preferida","SAS","2","3423","5215","0.06","65.64","Única","9"
"2024","Linguagem preferida","PySpark","2","3423","5215","0.06","65.64","Única","10"
"2024","Linguagem preferida","Databricks","1","3423","5215","0.03","65.64","Única","11"
"2024","Linguagem preferida","M e Dax","1","3423","5215","0.03","65.64","Única","12"
"2024","Linguagem preferida","Não trabalharia com linguagem de programação","1","3423","5215","0.03","65.64","Única","13"
"2024","Linguagem preferida","SPSS","1","3423","5215","0.03","65.64","Única","14"
"2024","Linguagem preferida","Matlab","1","3423","5215","0.03","65.64","Única","15"
"2024","Linguagem preferida","Clojure","1","3423","5215","0.03","65.64","Única","16"
"2024","Linguagem preferida","PHP","1","3423","5215","0.03","65.64","Única","17"
"2024","Linguagem preferida","Qliksense","1","3423","5215","0.03","65.64","Única","18"
"2024","Linguagem preferida","No code","1","3423","5215","0.03","65.64","Única","19"
"2024","Linguagem preferida","Engenharia de Prompt","1","3423","5215","0.03","65.64","Única","20"
"2024","Linguagem preferida","Spark","1","3423","5215","0.03","65.64","Única","21"
"2024","Linguagem preferida","JavaScript","1","3423","5215","0.03","65.64","Única","22"
"2024","Linguagem preferida","sas","1","3423","5215","0.03","65.64","Única","23"
"2024","Linguagem preferida",".","1","3423","5215","0.03","65.64","Única","24"
"2024","Linguagem preferida","M/DAX","1","3423","5215","0.03","65.64","Única","25"
"2024","Linguagem preferida","LookML","1","3423","5215","0.03","65.64","Única","26"
"2024","Linguagem preferida","nenhum","1","3423","5215","0.03","65.64","Única","27"
"2024","Linguagem preferida","Não sei","1","3423","5215","0.03","65.64","Única","28"
"2025_2026","Banco de dados utilizado","PostgreSQL","771","2095","3494","36.8","59.96","Múltipla","1"
"2025_2026","Banco de dados utilizado","SQL Server","702","2095","3494","33.51","59.96","Múltipla","2"
"2025_2026","Banco de dados utilizado","Databricks","689","2095","3494","32.89","59.96","Múltipla","3"
"2025_2026","Banco de dados utilizado","S3","604","2095","3494","28.83","59.96","Múltipla","4"
"2025_2026","Banco de dados utilizado","MySQL","598","2095","3494","28.54","59.96","Múltipla","5"
"2025_2026","Banco de dados utilizado","Google BigQuery","566","2095","3494","27.02","59.96","Múltipla","6"
"2025_2026","Banco de dados utilizado","Oracle","410","2095","3494","19.57","59.96","Múltipla","7"
"2025_2026","Banco de dados utilizado","Amazon Athena","319","2095","3494","15.23","59.96","Múltipla","8"
"2025_2026","Banco de dados utilizado","MongoDB","310","2095","3494","14.8","59.96","Múltipla","9"
"2025_2026","Banco de dados utilizado","SQLite","258","2095","3494","12.32","59.96","Múltipla","10"
"2025_2026","Banco de dados utilizado","Amazon Redshift","230","2095","3494","10.98","59.96","Múltipla","11"
"2025_2026","Banco de dados utilizado","Snowflake","191","2095","3494","9.12","59.96","Múltipla","12"
"2025_2026","Banco de dados utilizado","Amazon Aurora ou RDS","171","2095","3494","8.16","59.96","Múltipla","13"
"2025_2026","Banco de dados utilizado","Hive","160","2095","3494","7.64","59.96","Múltipla","14"
"2025_2026","Banco de dados utilizado","DynamoDB","159","2095","3494","7.59","59.96","Múltipla","15"
"2025_2026","Banco de dados utilizado","Redis","130","2095","3494","6.21","59.96","Múltipla","16"
"2025_2026","Banco de dados utilizado","SAP HANA","123","2095","3494","5.87","59.96","Múltipla","17"
"2025_2026","Banco de dados utilizado","Elasticsearch","121","2095","3494","5.78","59.96","Múltipla","18"
"2025_2026","Banco de dados utilizado","MariaDB","91","2095","3494","4.34","59.96","Múltipla","19"
"2025_2026","Banco de dados utilizado","Microsoft Access","90","2095","3494","4.3","59.96","Múltipla","20"
"2025_2026","Banco de dados utilizado","Presto","88","2095","3494","4.2","59.96","Múltipla","21"
"2025_2026","Banco de dados utilizado","DB2","73","2095","3494","3.48","59.96","Múltipla","22"
"2025_2026","Banco de dados utilizado","Firebase","65","2095","3494","3.1","59.96","Múltipla","23"
"2025_2026","Banco de dados utilizado","Neo4J","40","2095","3494","1.91","59.96","Múltipla","24"
"2025_2026","Banco de dados utilizado","Google Firestore","37","2095","3494","1.77","59.96","Múltipla","25"
"2025_2026","Banco de dados utilizado","Firebird","31","2095","3494","1.48","59.96","Múltipla","26"
"2025_2026","Banco de dados utilizado","Cassandra","30","2095","3494","1.43","59.96","Múltipla","27"
"2025_2026","Banco de dados utilizado","Splunk","16","2095","3494","0.76","59.96","Múltipla","28"
"2025_2026","Banco de dados utilizado","HBase","15","2095","3494","0.72","59.96","Múltipla","29"
"2025_2026","Banco de dados utilizado","Datomic","13","2095","3494","0.62","59.96","Múltipla","30"
"2025_2026","Banco de dados utilizado","Sybase","13","2095","3494","0.62","59.96","Múltipla","31"
"2025_2026","Banco de dados utilizado","Vertica","7","2095","3494","0.33","59.96","Múltipla","32"
"2025_2026","Banco de dados utilizado","CoachDB","6","2095","3494","0.29","59.96","Múltipla","33"
"2025_2026","Cloud preferida","Sem preferência / Não sei opinar","681","2095","3494","32.51","59.96","Única","1"
"2025_2026","Cloud preferida","AWS","665","2095","3494","31.74","59.96","Única","2"
"2025_2026","Cloud preferida","GCP","431","2095","3494","20.57","59.96","Única","3"
"2025_2026","Cloud preferida","Azure","308","2095","3494","14.7","59.96","Única","4"
"2025_2026","Cloud preferida","Databricks","5","2095","3494","0.24","59.96","Única","5"
"2025_2026","Cloud preferida","Cloud própria","2","2095","3494","0.1","59.96","Única","6"
"2025_2026","Cloud preferida","Snowflake","1","2095","3494","0.05","59.96","Única","7"
"2025_2026","Cloud preferida","On-premises","1","2095","3494","0.05","59.96","Única","8"
"2025_2026","Cloud preferida","Oracle Cloud","1","2095","3494","0.05","59.96","Única","9"
"2025_2026","Ferramenta de BI preferida","Microsoft Power BI","942","1866","3494","50.48","53.41","Única","1"
"2025_2026","Ferramenta de BI preferida","Sem preferência / Não sei opinar","430","1866","3494","23.04","53.41","Única","2"
"2025_2026","Ferramenta de BI preferida","Tableau","182","1866","3494","9.75","53.41","Única","3"
"2025_2026","Ferramenta de BI preferida","Looker","119","1866","3494","6.38","53.41","Única","4"
"2025_2026","Ferramenta de BI preferida","Metabase","76","1866","3494","4.07","53.41","Única","5"
"2025_2026","Ferramenta de BI preferida","Amazon QuickSight","55","1866","3494","2.95","53.41","Única","6"
"2025_2026","Ferramenta de BI preferida","Qlik View/Qlik Sense","27","1866","3494","1.45","53.41","Única","7"
"2025_2026","Ferramenta de BI preferida","Databricks","8","1866","3494","0.43","53.41","Única","8"
"2025_2026","Ferramenta de BI preferida","Superset","6","1866","3494","0.32","53.41","Única","9"
"2025_2026","Ferramenta de BI preferida","Streamlit","2","1866","3494","0.11","53.41","Única","10"
"2025_2026","Ferramenta de BI preferida","Plotly Dash","2","1866","3494","0.11","53.41","Única","11"
"2025_2026","Ferramenta de BI preferida","Própria da empresa","1","1866","3494","0.05","53.41","Única","12"
"2025_2026","Ferramenta de BI preferida","Google Analytics","1","1866","3494","0.05","53.41","Única","13"
"2025_2026","Ferramenta de BI preferida","Knime","1","1866","3494","0.05","53.41","Única","14"
"2025_2026","Ferramenta de BI preferida","Observable","1","1866","3494","0.05","53.41","Única","15"
"2025_2026","Ferramenta de BI preferida","Hex Tech","1","1866","3494","0.05","53.41","Única","16"
"2025_2026","Ferramenta de BI preferida","HorusBI - LUMO","1","1866","3494","0.05","53.41","Única","17"
"2025_2026","Ferramenta de BI preferida","Spotfire","1","1866","3494","0.05","53.41","Única","18"
"2025_2026","Ferramenta de BI preferida","r","1","1866","3494","0.05","53.41","Única","19"
"2025_2026","Ferramenta de BI preferida","SalesForce","1","1866","3494","0.05","53.41","Única","20"
"2025_2026","Ferramenta de BI preferida","Ferramenta proprietária da empresa funciona melhor e mais integrada","1","1866","3494","0.05","53.41","Única","21"
"2025_2026","Ferramenta de BI preferida","Dataiku","1","1866","3494","0.05","53.41","Única","22"
"2025_2026","Ferramenta de BI preferida","Lightdash","1","1866","3494","0.05","53.41","Única","23"
"2025_2026","Ferramenta de BI preferida","Python/Plotly","1","1866","3494","0.05","53.41","Única","24"
"2025_2026","Ferramenta de BI preferida","Apache Hop","1","1866","3494","0.05","53.41","Única","25"
"2025_2026","Ferramenta de BI preferida","SQL e R","1","1866","3494","0.05","53.41","Única","26"
"2025_2026","Ferramenta de BI preferida","Superset + Hex","1","1866","3494","0.05","53.41","Única","27"
"2025_2026","Ferramenta de BI preferida","Horus BI","1","1866","3494","0.05","53.41","Única","28"
"2025_2026","Ferramenta de BI utilizada","Microsoft Power BI","1242","2105","3494","59.0","60.25","Múltipla","1"
"2025_2026","Ferramenta de BI utilizada","Looker Studio (antigo Google Data Studio)","328","2105","3494","15.58","60.25","Múltipla","2"
"2025_2026","Ferramenta de BI utilizada","Tableau","287","2105","3494","13.63","60.25","Múltipla","3"
"2025_2026","Ferramenta de BI utilizada","Looker","269","2105","3494","12.78","60.25","Múltipla","4"
"2025_2026","Ferramenta de BI utilizada","Não utilizo nenhuma ferramenta de BI no trabalho","239","2105","3494","11.35","60.25","Múltipla","5"
"2025_2026","Ferramenta de BI utilizada","Fazemos todas as análises utilizando apenas Excel ou planilhas do google","217","2105","3494","10.31","60.25","Múltipla","6"
"2025_2026","Ferramenta de BI utilizada","Grafana","183","2105","3494","8.69","60.25","Múltipla","7"
"2025_2026","Ferramenta de BI utilizada","Metabase","177","2105","3494","8.41","60.25","Múltipla","8"
"2025_2026","Ferramenta de BI utilizada","Outra opção","155","2105","3494","7.36","60.25","Múltipla","9"
"2025_2026","Ferramenta de BI utilizada","Amazon QuickSight","143","2105","3494","6.79","60.25","Múltipla","10"
"2025_2026","Ferramenta de BI utilizada","Qlik View/Qlik Sense","91","2105","3494","4.32","60.25","Múltipla","11"
"2025_2026","Ferramenta de BI utilizada","Pentaho","67","2105","3494","3.18","60.25","Múltipla","12"
"2025_2026","Ferramenta de BI utilizada","Superset","67","2105","3494","3.18","60.25","Múltipla","13"
"2025_2026","Ferramenta de BI utilizada","SAP Business Objects/SAP Analytics","51","2105","3494","2.42","60.25","Múltipla","14"
